pathway	description	VDMT001-1	VDMT001-14	VDMT001-15	VDMT001-7	VDMT002-1	VDMT002-14	VDMT002-15	VDMT002-7	VDMT003-1	VDMT003-14	VDMT003-15	VDMT003-7	VDMT004-1	VDMT004-14	VDMT004-15	VDMT004-7	VDMT005-1	VDMT005-14	VDMT005-15	VDMT005-7	VDMT006-1	VDMT006-14	VDMT006-15	VDMT006-7	VDMT007-1	VDMT007-14	VDMT007-15	VDMT007-7	VDMT008-1	VDMT008-14	VDMT008-15	VDMT008-7	VDMT009-1	VDMT009-14	VDMT009-15	VDMT009-7	VDMT010-1	VDMT010-14	VDMT010-15	VDMT010-7	VDMT011-1	VDMT011-14	VDMT011-15	VDMT011-7	VDMT012-1	VDMT012-14	VDMT012-15	VDMT012-7	VDMT013-1	VDMT013-14	VDMT013-15	VDMT013-7	VDMT014-1	VDMT014-14	VDMT014-15	VDMT014-7	VDMT015-1	VDMT015-14	VDMT015-15	VDMT015-7	VDMT016-1	VDMT016-14	VDMT016-15	VDMT016-7	VDMT017-1	VDMT017-14	VDMT017-15	VDMT017-7	VDMT018-1	VDMT018-14	VDMT018-15	VDMT018-7	VDMT019-1	VDMT019-14	VDMT019-15	VDMT019-7	VDMT020-1	VDMT020-14	VDMT020-15	VDMT020-7	VDMT022-1	VDMT022-14	VDMT022-15	VDMT022-7	VDMT023-1	VDMT023-14	VDMT023-15	VDMT023-7	VDMT024-1	VDMT024-14	VDMT024-15	VDMT024-7	VDMT025-1	VDMT025-14	VDMT025-15	VDMT025-7	VDMT026-1	VDMT026-14	VDMT026-15	VDMT026-7	VDMT027-1	VDMT027-14	VDMT027-15	VDMT027-7	VDMT028-1	VDMT028-14	VDMT028-15	VDMT028-7	VDMT029-1	VDMT029-14	VDMT029-15	VDMT029-7	VDMT030-1	VDMT030-14	VDMT030-15	VDMT030-7	VDMT031-1	VDMT031-14	VDMT031-15	VDMT031-7	VDMT032-1	VDMT032-14	VDMT032-15	VDMT032-7	VDMT033-1	VDMT033-14	VDMT033-15	VDMT033-7	VDMT034-1	VDMT034-14	VDMT034-15	VDMT034-7	VDMT035-1	VDMT035-14	VDMT035-15	VDMT035-7	VDMT036-1	VDMT036-14	VDMT036-15	VDMT036-7	VDMT037-1	VDMT037-14	VDMT037-15	VDMT037-7	VDMT038-1	VDMT038-14	VDMT038-15	VDMT038-7	VDMT040-1	VDMT040-14	VDMT040-15	VDMT040-7	VDMT041-1	VDMT041-14	VDMT041-15	VDMT041-7	VDMT042-1	VDMT042-14	VDMT042-15	VDMT042-7	VDMT043-1	VDMT043-14	VDMT043-15	VDMT043-7	VDMT044-1	VDMT044-14	VDMT044-15	VDMT044-7
PWY-5973	cis-vaccenate biosynthesis	39905.6253	28289.0738	36731.4091	38085.6526	54405.5022	22615.0934	36083.712	21689.3381	24689.7043	11999.861	9351.1298	11146.6362	65861.5186	24749.5967	30597.602000000003	42432.2313	43715.6902	31992.8076	33766.1865	47886.1863	51073.4782	39254.0988	40580.8496	49944.3025	56663.2001	42049.6516	42089.377	65297.5361	46811.7641	37360.0712	50275.4263	40143.0579	52529.060999999994	48417.3466	56104.0649	51632.136	27978.1737	30361.414	29672.0662	36639.2835	31898.0151	23414.0364	24884.6352	31303.772999999997	40543.6416	30835.1083	34680.8427	28150.8042	33654.5992	25989.207000000002	28612.1975	34128.8634	32049.7703	26076.1245	27218.752	36890.3514	35403.8415	31223.2461	37770.446	32668.8253	10968.9225	24286.8977	32406.1385	39218.4128	37622.1916	27643.4274	39680.3767	49101.7457	38690.3333	30327.5272	49043.0798	34309.7998	43407.8078	34744.1054	38752.226	49065.5357	40436.4886	29213.2025	25911.9938	43266.7444	29352.1455	26896.3675	42663.8261	31833.9492	39639.2045	37884.3922	48238.7004	63993.7494	57758.1836	8846.6873	46548.4706	69188.7217	41267.2511	36293.6729	59045.977	33399.759	42594.6686	40162.3859	39065.0571	61447.09099999999	46430.7109	34298.274	41230.9411	49309.2894	56509.6077	43945.1255	69619.0375	16432.6896	40734.508	22488.0662	36332.5291	45984.8751	35109.0566	29724.435	41554.8629	44373.3567	22147.3252	37765.1627	45411.1309	27933.3684	30514.0208	29140.1468	41540.8092	43232.2582	33467.4093	29652.3188	53654.0189	50877.4092	33854.259	34690.3204	43695.0287	38402.5294	29891.0396	27995.0961	24376.8925	26895.6825	32721.7884	30953.5526	36457.9113	39217.297	24805.9693	33459.2068	51828.0073	34127.2861	38244.3692	32607.7929	34150.9681	43731.9405	42935.606	31120.083	44775.7171	38381.8509	31902.0183	40922.2933	70368.6023	38656.013999999996	45075.7422	39279.1991	34491.8501	64925.3512	40629.5542	34254.9019	43691.0292	41819.8526	38299.6697	58881.3294	64330.019	59242.6947
PWY-5989	stearate biosynthesis II (bacteria and plants)	4304.5348	5368.4699	5083.8911	3996.9163	21010.4155	3467.0924	12770.8561	1903.6764	3808.1688	1748.7633	1325.7603	8498.0228	7199.4403	4625.7428	747.0931	3379.9567	14098.7436	985.8395	12063.741000000002	18481.4537	15397.2536	9634.8002	4745.9562	10551.5379	5925.4208	9760.6308	1125.485	7239.5173	16062.123	5020.8187	296.656	4325.6581	9382.6055	15197.5471	10446.3549	12380.0958	5382.6155	6213.9371	1231.0326	3855.6090000000004	9365.8199	7948.6563	4176.3236	11685.827	20667.8101	16140.1192	5065.8339	4233.9429	1666.5548	2325.2449	5762.4603	3512.9536	4447.228	4232.2134	2869.2353	7712.0114	618.1786	3434.9001	1608.1124	3200.1233	8823.5414	938.029	1307.5598	1495.6179	11529.7561	3785.8332	5652.7474	10099.9767	679.4603	73.5661	500.3455	1315.3683	315.77099999999996	542.4822	1105.1165	5492.4457	7431.9307	8710.754	5303.0691	19566.7857	3562.797	258.9344	2376.4214	1029.4014	11561.4754	14454.3347	7399.9969	5963.3698	18780.6552	6338.5266	17836.3312	28274.592999999997	17287.1208	6711.9764	8650.8932	11852.0478	7127.8916	6904.2836	6528.4489	8462.0698	3588.0375	3986.8525	3989.4637	3326.6756	4488.1428	3204.1667	4948.8513	1632.505	9946.7009	4020.5237	5661.0053	9063.6317	5465.5506	2181.2063	6210.526	5143.26	12582.2218	4244.992	5145.6309	3506.5026	8725.1059	5314.9118	12713.9089	12992.5657	1296.3466	9301.9333	9970.4784	1356.0904	806.3916	734.6398	530.2517	382.6357	5721.1705	443.4428	981.6771	3857.2369	0.0	107.3219	1094.9731	302.3094	2154.5148	4244.6068	12758.6522	1501.0508	2007.7388	1834.2009	3550.6155	7111.2658	12888.0664	8435.2056	7025.8312	5570.8207	5813.2872	6878.6909	11178.7807	11815.3739	3690.2168	8547.8533	4402.0691	657.8198	2931.612	1837.5815	12453.4437	8046.0409	13719.5298	16805.8092	22108.2601	22438.2217
PWY-6071	superpathway of phenylethylamine degradation	22.0725	55.1706	12.3865	0.0	55.0793	42.3276	0.0	54.8384	0.0	41.4578	35.7779	1665.2548	0.0	0.0	36.0974	0.0	35.8783	0.0	0.0	0.0	0.0	45.0623	104.5142	84.5393	94.7323	0.0	18.7258	0.0	82.7831	340.0684	0.0	349.4719	0.0	0.0	95.4104	0.0	0.0	0.0	0.0	53.901	0.0	0.0	0.0	31.4676	0.0	0.0	0.0	0.0	0.0	27.8805	403.8656	182.1263	0.0	0.0	0.0	16.6995	56.1947	0.0	0.0	0.0	1973.1986	108.4127	186.0742	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	116.5392	0.0	0.0	0.0	0.0	0.0	0.0	260.901	0.0	116.3197	0.0	0.0	0.0	0.0	87.2669	0.0	0.0	0.0	1391.2327	0.0	312.4494	0.0	0.0	0.0	0.0	171.2549	221.582	213.8688	193.5088	0.0	0.0	109.9705	0.0	0.0	76.6239	63.6432	0.0	0.0	189.2211	0.0	0.0	0.0	70.9693	0.0	0.0	0.0	400.541	212.9908	84.9959	0.0	0.0	15.9668	0.0	0.0	32.2773	0.0	32.2473	0.0	0.0	0.0	0.0	101.7914	0.0	0.0	0.0	0.0	0.0	56.6767	0.0	0.0	0.0	0.0	0.0	0.0	48.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	682.4443	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6107	chlorosalicylate degradation	6.0	13.0	0.0	0.0	21.7949	16.7797	0.0	0.0	0.0	15.12	13.0	1047.9833	0.0	0.0	10.0	0.0	9.0	7.0	0.0	0.0	0.0	0.0	0.0	27.4194	28.9333	0.0	12.5337	19.0	19.0	147.132	0.0	153.2227	0.0	19.0	18.0	0.0	0.0	24.0	0.0	41.85	26.0	22.9167	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0206	0.0	0.0	0.0	0.0	32.0	5.1189	31.0	0.0	0.0	0.0	1251.1442	50.1295	58.4375	0.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0	100.6224	0.0	0.0	0.0	0.0	0.0	23.0	101.5951	0.0	40.7266	0.0	64.0	0.0	0.0	0.0	0.0	0.0	0.0	667.923	0.0	132.8064	0.0	0.0	0.0	25.0	24.4557	57.733999999999995	37.8	46.3784	0.0	0.0	17.8947	10.0	0.0	30.24	21.6667	0.0	4.0	53.5077	0.0	0.0	0.0	19.1613	0.0	0.0	0.0	0.0	69.1644	31.5	0.0	0.0	3.0	0.0	5.0	6.0	0.0	12.0	0.0	0.0	0.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	240.0863	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0
PWY-6121	5-aminoimidazole ribonucleotide biosynthesis I	50868.7804	28059.7584	33663.2579	45102.0231	48343.5663	20263.6861	32301.3997	20377.6612	22774.4144	10614.5599	8256.3886	10206.7434	56804.6467	42917.0086	30044.8577	37346.8414	38851.0849	28791.041	30799.1357	43893.5938	42838.412000000004	35979.3605	36736.387	45012.8545	49367.8911	38561.0041	39226.4983	57263.1287	42678.5002	33491.1715	43732.9004	36077.1612	44528.9356	43381.3944	49771.269	47415.953	25300.3055	27725.5131	27848.3139	32151.1068	28275.1209	21456.9676	24949.4265	28279.1527	33798.1816	28059.8119	30347.4983	27759.3963	31949.1563	25251.3009	25733.2609	31768.4819	33898.4246	24105.1433	25886.9009	33200.6007	30444.72	32125.061	34846.3541	29058.5791	10285.7307	21835.5755	29595.2734	35346.0522	33944.8804	32256.3927	35992.8888	44047.111	33473.7889	32494.2344	47341.4514	33928.5315	41359.2152	33824.3005	37112.7769	42686.4225	38443.013999999996	26491.3609	23371.001	39621.4698	27101.6671	28563.7837	38785.7901	32121.4205	38221.8145	36095.4599	45448.1005	59774.5474	52043.0243	8049.7496	41102.3616	63057.3663	36740.8576	33890.2406	54411.3101	31099.4386	54408.5994	35831.0359	34792.5901	69139.5482	48681.3212	33502.5566	40594.1175	52012.3407	49367.8071	38576.3867	60321.0629	14346.8817	34514.7065	20648.6055	31998.7963	41420.0825	31658.0058	26567.4188	36843.5154	40461.2723	19658.5945	33665.5458	43380.3305	24824.0929	28334.2475	26848.5206	38119.1095	40051.8	41882.1758	28409.3577	52609.6311	47810.2334	30555.5595	34898.8175	45826.7993	38902.875	27245.1099	31250.9846	24466.9864	27593.9383	31591.1989	26305.4163	32472.3061	36083.0886	22111.2358	32290.7637	47468.4378	33527.4723	34850.263	33111.7668	29940.9767	42650.0157	39639.6572	28810.8149	42162.4775	36542.6123	29430.7753	37992.0909	66241.9717	37880.2449	41097.079	35636.8275	39527.8954	60418.9029	43341.0497	35120.2375	50498.1435	39512.5818	33329.4689	48477.9969	53402.0578	50999.9191
PWY-6122	5-aminoimidazole ribonucleotide biosynthesis II	51149.9839	28002.4835	33893.426	44782.0374	48525.6252	20340.6703	32703.1425	20475.2224	22522.8246	10669.8009	8289.3717	9770.0819	57498.9143	43022.5323	30479.1753	37866.9591	38533.0397	29335.0442	30703.3841	43414.2389	42695.8232	36199.2082	37041.2142	45118.9847	49869.5526	38504.6228	39698.7205	57817.1308	42406.1538	33802.3927	44808.6322	36382.0471	44862.7497	43405.2157	49872.1942	47762.915	25323.3488	27758.074	28107.645	32321.8448	28205.2624	21781.7706	24567.4179	28044.2911	33174.5971	27647.7744	30230.8078	27623.8761	32284.887000000002	25329.2355	25358.8035	31795.5724	32790.0982	23302.7736	25961.5676	33175.3746	31063.842	32769.5451	35852.252	28868.2178	9819.9942	22012.7523	29981.7495	35356.0945	34024.2706	32455.2816	35389.6822	44094.932	34122.3764	33307.8397	48778.4524	34732.9095	42286.1359	34348.9283	37737.1908	42796.97900000001	38457.0631	26327.2212	23142.7518	38985.7886	27339.2667	29251.9369	39270.3518	32511.6465	37429.765	34570.7415	44709.6272	59998.9695	52634.1723	7677.0891	41554.2455	62825.9222	37177.7023	34158.123	54449.0153	31465.0961	54660.5429	36066.4073	34831.0971	69546.555	48630.6491	33597.3789	40909.3625	51913.9282	50006.5753	39173.1419	61217.3807	14514.4225	34297.9969	20738.7814	31953.8482	41187.2821	31979.5581	27051.1643	37095.8784	40939.733	19851.3681	33805.8096	43641.0678	24988.4503	27872.0034	26855.6802	37092.0285	39710.7901	42497.6298	27895.2768	52917.3685	48956.3101	30553.5725	35147.6742	46166.9029	39178.0456	27144.6541	31983.4558	24516.624	27332.2878	32758.945	27009.4859	33293.0688	37008.7099	22204.8895	32447.8735	47975.4157	33721.8434	35307.7919	33645.2335	30183.1788	42796.6631	39677.2943	28948.8583	42548.5789	36689.0311	29060.7286	37573.4914	66567.8112	37893.1154	39868.7611	35695.196	38795.7249	61046.4501	43061.3484	34897.7075	48678.8372	38364.8466	33678.5275	49102.7769	54076.3044	51231.5313
PWY-6123	inosine-5'-phosphate biosynthesis I	42908.7123	25271.3894	31053.9709	39284.7385	45375.6351	18701.6091	30982.6319	18936.9182	21211.6601	9788.1449	7639.1323	8849.3973	53213.401	31123.1441	27105.4059	34507.2847	35802.4045	26283.3219	28278.9599	40525.1175	39189.4379	32777.7192	34270.6896	41968.4175	45844.817	36029.6919	36279.0832	53191.7611	39356.8751	30654.2442	39646.0581	33380.8631	41176.5195	39434.7566	45258.6262	43060.8885	23452.781000000003	25909.5421	26027.6509	29990.8285	25970.2111	20569.2177	23929.6151	25877.8469	31196.6253	25770.9806	27680.7777	25595.0714	29917.9679	23408.2322	23960.8099	29611.3415	32835.8041	23138.5649	24163.3958	30713.7067	27789.8252	28351.3715	30896.1096	26911.0632	8789.5836	20606.468999999997	27259.7738	33365.6763	32720.2833	27989.1616	33459.6353	40538.0798	30543.7206	28079.6213	41080.7804	30581.7203	40634.2797	32970.5585	35961.9741	39799.607	36008.7709	24641.866	21674.061	36703.3905	25116.8603	24994.904	35995.2849	29375.2277	34605.4028	33863.5344	42152.9299	55099.5512	50756.9202	6818.119000000001	39593.341	59101.0837	35408.0836	31032.0647	50235.3231	29515.1448	46172.3073	33004.2583	32248.3524	61432.1684	44012.3353	30123.5785	37425.8739	47949.9375	46012.90900000001	35490.8472	55857.5653	13203.2462	32109.1743	19045.2277	30005.9912	38769.0914	29401.2535	24400.6426	34341.7019	37605.9451	19121.3318	32105.1408	40238.7812	23243.1199	25446.1359	24570.107999999997	34179.4676	36577.8931	38613.358	25677.9653	47057.5975	43332.2862	28465.1648	32182.5478	42584.4051	36460.6909	24718.6464	29061.577	22400.0638	24772.8474	28451.3207	23995.6394	29467.3773	32702.4262	20602.9039	29491.5026	44627.825999999994	31452.1935	31640.1058	30857.1776	27625.2272	38444.8434	36377.7506	26435.5862	38542.8744	33457.6367	27228.1091	35384.7681	60213.3006	34978.0092	38625.1971	32615.8149	34530.5374	56196.7776	40223.115	32840.4845	45122.005	36630.6709	31843.8384	45922.0409	51036.4903	49207.9605
PWY-6125	superpathway of guanosine nucleotides de novo biosynthesis II	18202.5086	11904.1473	7600.9606	29680.8195	15793.8537	5007.7113	8166.8731	4338.6992	10918.8078	2916.0206	2201.5913	10341.0356	23203.7862	7113.7725	3991.4695	11132.2978	18076.2678	3810.4532	12886.7224	18163.3286	17254.3074	12890.5138	11259.6601	17386.1991	18958.509	13534.4137	6486.3009999999995	20418.2704	17631.1376	9315.8876	5017.5595	8745.2613	12232.3544	16556.0033	15371.6374	16429.4945	6503.6872	9125.987	4659.5976	8813.9842	14676.1671	6017.8	6581.839	11640.7714	17810.3222	15184.8955	8907.9565	7841.7108	6339.102	7499.7948	12827.7729	11074.4551	8681.9359	8584.6473	6062.0517	9734.7104	6207.9903	9568.4989	8397.9825	10028.5938	10337.2073	6855.4617	9101.0985	11665.8645	12010.7072	12225.2985	16988.8187	12432.5959	6895.0054	8898.354	13620.1659	15855.1518	4767.218	6561.8844	9587.548	11391.597	10483.7245	10658.228000000001	10769.9232	17789.8904	6695.0837	7024.798000000001	11212.345	7798.2849	21823.1673	24732.3167	25294.1029	22088.786	18134.5294	7808.6413	13571.238000000001	24405.6466	10333.3082	7636.3433	15204.5	7836.3357	17155.1595	10480.488000000001	10928.3302	24839.3235	22806.1894	12781.0535	12769.5813	20927.1869	10796.8522	8104.4234	10410.1354	3502.4084	12516.4912	7544.9143	9745.6568	12477.2851	8527.7383	5734.4005	9557.8678	11986.2949	5260.2649	13005.0473	11078.7423	6416.1959	15003.0609	9314.2007	21568.9398	17554.4345	2687.1565	16397.5535	12478.4747	6912.6315	6987.0295	7160.6896	8711.8119	8736.9087	10451.5138	11567.7805	8860.3384	12868.0509	3457.8248	2309.3099	5986.0428	4034.0653	4617.4252	8325.1836	11277.0064	8308.8832	6841.8837	12819.4293	6724.0792	13526.1708	16166.6369	9961.985999999999	11766.7845	10838.9102	13658.6206	16533.0142	30948.0033	15873.1088	20801.1253	13624.8044	20717.7262	10914.6118	14435.868999999999	14156.5562	35413.0343	21501.9355	9727.11	13568.1963	14348.3873	20172.2501
PWY-6126	superpathway of adenosine nucleotides de novo biosynthesis II	48352.1979	28834.1338	35077.3799	43596.1492	50640.0583	20895.4637	32691.9993	20922.4492	23635.9573	11111.7449	8798.24	10678.122	54926.4125	32642.4816	30471.915	35168.9009	40878.831	29913.1766	33586.0973	47355.2836	43507.9304	38229.8957	39470.7336	48544.7549	48477.3423	41042.7183	40248.1172	56114.0744	45615.2646	35353.9104	43141.8998	38937.8204	45175.1045	45874.4681	50457.797999999995	49779.0452	26080.0487	29557.9004	29109.017999999996	33880.1836	29268.6274	21196.4294	26797.4451	29810.557	35636.5739	30108.4682	28632.9809	28884.4087	33586.1304	26526.6151	26118.622000000003	32296.7831	35371.9017	24955.4254	28469.0343	35087.2863	30358.9444	32207.2697	34480.4866	30240.744	10667.3614	23050.8315	30461.4664	37701.6142	34752.0257	32040.5883	38683.7877	46442.5766	33477.706	30743.4545	44816.3709	37271.4191	46789.4811	38313.6111	41610.6519	44642.8611	40777.4958	27817.2254	24965.3426	42715.8208	29454.4286	27533.248	40074.5951	33501.2204	40791.2522	36021.1405	46674.1743	65318.602	50880.1159	8242.8135	39891.0229	67110.4872	35983.8274	35703.2864	54674.8799	32084.3119	51188.3105	37734.1559	36843.0412	69472.2501	51837.7843	34678.209	43464.7946	55946.6349	54229.8303	41522.8598	65714.0859	15149.7106	34841.7152	21735.2182	32279.8997	41295.082	35284.7209	28787.7814	37904.6095	43346.7397	21293.7521	37767.9238	46473.6143	27293.022	28259.8421	28257.5141	38385.7689	41683.9423	43096.6214	29802.147	45665.4954	40771.2822	31938.4878	36888.4198	48383.1271	43013.3905	28173.7365	30687.9785	25730.5385	28964.6568	28582.7029	20358.016	30525.7136	28197.6321	23819.1818	34362.5024	49526.4427	37037.73	36246.6165	33288.799	30837.2396	44068.8845	40685.4204	30219.5835	43322.2557	36665.6489	29053.7418	38044.5298	70151.3945	38615.2309	38754.9458	37781.1939	38616.0178	58894.8117	46605.3962	38052.1686	49250.2747	41859.0538	34591.164	45233.6588	51659.030999999995	50215.3407
PWY-6141	archaetidylserine and archaetidylethanolamine biosynthesis	55.961000000000006	29.1507	13.9979	6.9985	20.9955	0.0	0.0	6.9992	0.0	23.3139	0.0	0.0	430.0193	0.0	0.0	126.6917	0.0	0.0	0.0	0.0	24.4919	17.496	36.1438	30.3191	158.2866	0.0	0.0	161.8081	0.0	23.3257	0.0	0.0	546.6569	149.1066	317.7607	551.5379	3.4998	0.0	0.0	3.4998	0.0	10.4977	69.8936	0.0	18.6604	9.3316	19.8291	0.0	57.1277	29.1511	59.3946	386.2616	18.6596	138.3137	20.9923	0.0	335.3127	829.4975	1454.4106	27.9838	0.0	0.0	0.0	0.0	0.0	23.3231	0.0	0.0	347.1434	1939.5901	3615.9122	1250.5995	0.0	0.0	0.0	0.0	0.0	11.6638	11.6631	0.0	0.0	1314.7993	33.8214	23.3283	0.0	0.0	0.0	0.0	11.6645	0.0	38.4794	0.0	9.3321	10.4989	39.6545	10.4985	15.1641	72.2685	27.9897	11.6656	0.0	18.6614	22.1605	9.3322	74.612	118.8441	229.3743	26.8139	0.0	40.7958	6.9994	0.0	249.5923	414.6203	60.6177	327.7745	0.0	0.0	50.1414	34.977	0.0	0.0	0.0	0.0	13.3068	4.6662	2.3333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.160999999999998	0.0	0.0	0.0	4.6662	0.0	257.1329	5.0904	35.0116	40.1572	26.8187	0.0	970.6649	16.3289	0.0	109.5076	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6147	6-hydroxymethyl-dihydropterin diphosphate biosynthesis I	28857.4894	14778.9389	17430.188000000002	22429.9006	28310.2689	11785.9869	18704.1828	12390.7231	15137.7677	5593.6321	4397.151	8114.078	31730.9601	13475.5835	14692.0515	18688.7585	20493.9064	14130.3257	18086.5013	25864.6768	21825.692000000003	17944.968	17592.0263	21678.7317	27376.5653	20045.2469	18551.7752	30341.8315	23724.5853	17419.3267	22512.2942	19558.3274	21597.0419	23177.7911	27895.3274	27380.5207	12774.8608	14198.0236	11692.0257	14480.8912	13070.8544	12957.3448	15556.4148	16306.1877	19508.1937	15874.3801	16822.1063	14899.0613	17080.8746	13498.3525	16772.2172	18417.415	24602.0871	16380.2049	16898.9643	18814.886000000002	14757.4496	20131.0807	18347.7898	16049.6212	8322.6292	9691.3345	14425.2489	16166.5439	20423.4341	17210.4226	22626.889	23998.8594	17044.2384	19634.7169	22502.2627	18784.3259	18126.9406	16274.7406	17717.2112	20363.6749	17935.1403	15742.67	14391.2192	23186.1113	18710.2405	17659.7008	23046.4747	20326.8492	25154.9291	27461.0857	31966.2529	37710.7498	30198.1292	6448.8109	24186.778	36996.7115	22866.6042	21246.8998	33335.7177	19648.6664	29042.1979	19143.6046	19644.8086	37669.3022	27578.7939	18490.3435	20375.4575	29798.9155	22878.4767	20597.5542	27564.0102	7732.9259999999995	20196.5954	12141.9726	18462.5244	22751.8415	15482.1834	12678.9935	18688.6527	21458.5012	12595.3233	17346.284	24698.3974	12156.2465	20398.0675	18997.7019	24905.1414	27999.7462	23310.127	16621.6116	25710.7404	24245.625	16925.4704	22817.1285	28257.4616	24374.0337	17248.565	20282.9171	15387.2914	18361.1269	15046.1158	11087.733999999999	18340.4625	18906.9149	10411.4114	18310.5234	26157.8593	20195.8357	18528.8781	20738.3129	16229.0122	22894.2934	20718.4773	14970.4548	20388.0437	21267.9462	17496.0159	21816.8542	33846.6446	21299.1788	26181.4869	19205.3559	20973.6827	29560.3813	22771.888	21220.2843	28819.4381	23282.7325	18318.0685	22678.932999999997	26833.7701	26825.1893
PWY-6148	tetrahydromethanopterin biosynthesis	95.6809	57.3724	27.7387	14.3044	42.2383	0.0	0.0	14.1415	0.0	45.6186	0.0	0.0	732.3242	0.0	0.0	216.47299999999998	0.0	0.0	0.0	0.0	43.7649	34.6795	72.1955	60.485	288.8252	0.0	0.0	276.3931	0.0	47.5975	0.0	0.0	915.7513	258.7112	536.8912	922.2979	7.0958	0.0	0.0	7.1356	0.0	21.061	119.0061	0.0	36.2319	15.9842	39.4036	0.0	97.5544	54.9899	117.4947	647.5252	33.4643	234.3485	42.0018	0.0	564.0883	1345.3687	2301.8070000000002	47.8943	0.0	0.0	0.0	0.0	0.0	39.9285	0.0	0.0	585.32	2918.1324	5285.005	2012.1336	0.0	0.0	0.0	0.0	0.0	23.4986	23.8458	0.0	0.0	2043.1165	67.6671	46.4834	0.0	0.0	0.0	0.0	19.9905	0.0	65.8601	0.0	15.9912	17.9878	67.9025	21.1432	30.9498	143.9104	56.6933	23.843000000000004	0.0	36.9252	44.782	18.6676	127.5682	216.6822	390.7811	52.4401	0.0	81.9445	11.9947	0.0	422.4459	690.9142	116.9743	555.62	0.0	0.0	100.4642	69.6313	0.0	0.0	0.0	0.0	25.1324	9.5907	4.7983	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.9595	0.0	0.0	0.0	8.8133	0.0	416.7487	9.0193	55.9129	65.8658	49.5209	0.0	1618.5211	32.9897	0.0	219.2767	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6151	S-adenosyl-L-methionine cycle I	32795.6792	20762.6286	29907.8628	19624.5268	40821.2196	18237.4671	28233.179	18228.6023	17594.8261	9309.2639	7269.0201	8703.4526	43165.6697	21986.8057	26248.0807	29612.5934	31033.0867	25247.2226	25086.4072	35768.7191	34593.0068	30334.6042	29183.4881	36201.3219	38569.5366	34400.5005	35663.1628	46082.6147	34585.5784	28551.5511	40015.17	26841.9796	39188.0372	37544.9972	44284.5719	41856.6831	22198.2784	24717.6371	25957.6196	27901.5368	21679.905	18573.3102	22020.7145	23025.9677	26745.9667	23302.9334	27380.8798	24886.9204	28721.9036	19969.7135	19259.5569	25054.996	29244.5183	19318.723	22849.0974	28349.5626	26534.8062	28110.9565	30776.7129	25085.6845	8867.7917	18547.0417	25493.4601	30403.8245	28314.3644	21900.4484	25742.2276	37391.1099	28626.7898	28058.2347	40628.6989	23528.9377	37594.4707	30444.9647	33920.9786	38718.4444	33910.7718	20844.1666	17463.8296	32028.3708	23834.1838	25097.8289	33097.9864	29020.1383	27806.7537	21865.1396	31810.5326	50289.1447	43873.5744	7210.405	34597.5392	52195.3023	31378.3149	30336.1243	44052.3054	27250.2746	33776.5948	31123.8586	29788.1818	50796.9949	37951.7838	26981.2254	33406.8958	41386.9377	43805.7098	33921.1944	53721.6428	12919.7256	29541.1038	17357.5411	27606.6112	35020.4573	28076.2276	23887.6288	31865.7686	32831.4311	16731.5906	28669.3072	38941.3627	21555.0804	19911.0074	21936.5959	25194.3341	32137.2196	39538.2938	22098.8595	46836.1751	42880.8717	28523.1216	32727.1894	42340.952000000005	34781.7391	21900.7104	25022.0498	18943.2511	20219.5639	28614.0568	24822.1425	30239.9583	33746.5421	19798.7789	28276.4845	41692.5145	29713.2272	30682.5394	26527.4105	26314.9047	34003.6668	30586.7788	22948.1691	34060.3312	29160.6791	21593.6437	30049.7106	46259.6937	28646.1296	30343.7071	30159.1605	27693.6968	52559.2133	35699.6358	28459.1181	28197.0651	28984.1019	27356.724	41424.8743	45586.5981	39513.4078
